Fire Number,Incident Name,Fire Start Date,Initial Report Date,Fire Out Date,Region,Zone,County,Municipality,Cause,NFFL Fuel Model,Complex Type,Acreage,Latitude,Longitude,Ownership,State Land Unit Name,Total,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,Reporting Ranger,Fire Report Method,Railroad Name,Location 1
NYS-2016-0088,Arrowhead Lane ,2016-05-12T00:00:00,2016-05-12T00:00:00,2016-05-19T00:00:00,5,5E,WARREN,HORICON,Campfire, 8 - Timber - Light Hardwood Litter,5,5,43.74338,-73.77494,Private Property,,0,0,0,0,0,0,0,"Donegan,Evan F",911 Dispatch,,"{'longitude': '-73.77494', 'needs_recoding': False, 'latitude': '43.74338'}"
NYS-2016-0089,Blind Buck Road,2016-05-12T00:00:00,2016-05-12T00:00:00,2016-05-12T00:00:00,5,5F,WASHINGTON,SALEM,Debris Burning, 8 - Timber - Light Hardwood Litter,5,6,43.18891,-73.26884,Private Property,,0,0,0,0,0,0,0,"Kerr,Ian M",911 Dispatch,,"{'longitude': '-73.26884', 'needs_recoding': False, 'latitude': '43.18891'}"
NYS-2016-0090,Wikki-up ,2016-05-19T00:00:00,2016-05-19T00:00:00,2016-05-19T00:00:00,5,5E,WARREN,CHESTER,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,0.5,43.64715,-73.80413,Private Property,,0,0,0,0,0,0,0,"Schroeder,Rick A",DEC Dispatch,,"{'longitude': '-73.80413', 'needs_recoding': False, 'latitude': '43.64715'}"
NYS-2016-0091,Sequoia Mt Fire,2016-05-20T00:00:00,2016-05-20T00:00:00,2016-05-20T00:00:00,5,5B,ESSEX,JAY,Debris Burning, 5 - Brush - Continuous but Light,5,0.8,44.42237,-73.73861,Private Property,,0,0,0,0,0,0,0,"Praczkajlo,Robert ",911 Dispatch,,"{'longitude': '-73.73861', 'needs_recoding': False, 'latitude': '44.42237'}"
NYS-2016-0092,Rt 28 Fires,2016-05-22T00:00:00,2016-05-22T00:00:00,2016-05-23T00:00:00,5,5D,HAMILTON,INDIAN LAKE,Equipment, 8 - Timber - Light Hardwood Litter,5,1,43.83458,-74.53709,Forest Preserve,Blue Ridge Wilderness,0,0,0,0,0,0,0,"Scott,Jason S",911 Dispatch,,"{'longitude': '-74.53709', 'needs_recoding': False, 'latitude': '43.83458'}"
NYS-2016-0093,Northampton Beach C.G.,2016-05-22T00:00:00,2016-05-22T00:00:00,2016-05-22T00:00:00,5,5D,FULTON,NORTHAMPTON,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,43.18933,-74.17374,Forest Preserve,Northampton Beach Campground,0,0,0,0,0,0,0,"Thompson,Michael W",911 Dispatch,,"{'longitude': '-74.17374', 'needs_recoding': False, 'latitude': '43.18933'}"
NYS-2016-0094,Kirkville Fire,2016-05-20T00:00:00,2016-05-20T00:00:00,2016-05-21T00:00:00,7,7A,ONONDAGA,MANLIUS,Equipment, 3 - Grass - Heavy,3,100,43.07524,-75.96131,Private Property,N/A,0,0,0,0,0,0,0,"McPherson,James ",Other,N/A,"{'longitude': '-75.96131', 'needs_recoding': False, 'latitude': '43.07524'}"
NYS-2016-0095,Ampersand Trail Fire,2016-05-23T00:00:00,2016-05-23T00:00:00,2016-05-23T00:00:00,5,5C,FRANKLIN,HARRIETSTOWN,Campfire, 1 - Grass - Light,5,0.1,44.2539,-74.24708,Forest Preserve,Saranac Lake Wild Forest,0,0,0,0,0,0,0,"Edmunds,Thomas R",State Police,,"{'longitude': '-74.24708', 'needs_recoding': False, 'latitude': '44.2539'}"
NYS-2016-0096,West Hague Rd,2016-05-23T00:00:00,2016-05-23T00:00:00,2016-05-24T00:00:00,5,5E,WARREN,HAGUE,Power line, 8 - Timber - Light Hardwood Litter,3,1.5,43.76986,-73.55553,Private Property,,0,0,0,0,0,0,0,"Donegan,Evan F",911 Dispatch,,"{'longitude': '-73.55553', 'needs_recoding': False, 'latitude': '43.76986'}"
NYS-2016-0097,Hemlock Ledge Fire,2016-05-24T00:00:00,2016-05-25T00:00:00,2016-05-24T00:00:00,5,5A,FRANKLIN,TUPPER LAKE,Power line, 8 - Timber - Light Hardwood Litter,5,0.1,44.16827,-74.52464,Private Property,,0,0,0,0,0,0,0,"Zurek,Robert ",911 Dispatch,,"{'longitude': '-74.52464', 'needs_recoding': False, 'latitude': '44.16827'}"
NYS-2016-0098,Hampton Brook,2016-05-25T00:00:00,2016-05-25T00:00:00,2016-05-27T00:00:00,9,9A,ERIE,HAMBURG,Incendiary, 9 - Timber - Medium Hardwood Litter,5,1,42.71049,-78.83762,Wildlife Management Area,Hampton Brook Woods,0,0,0,0,0,0,0,"Kennedy,John S",911 Dispatch,,"{'longitude': '-78.83762', 'needs_recoding': False, 'latitude': '42.71049'}"
NYS-2016-0099, Lake Colby ,2016-05-27T00:00:00,2016-05-27T00:00:00,2016-05-28T00:00:00,5,5A,FRANKLIN,HARRIETSTOWN,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,44.33536,-74.1499,Other Government,Saranac Lake WIld Forest,0,0,0,0,0,0,0,"Harjung,Julie ",911 Dispatch,,"{'longitude': '-74.1499', 'needs_recoding': False, 'latitude': '44.33536'}"
NYS-2016-0100,Phelps Island ,2016-05-29T00:00:00,2016-05-29T00:00:00,2016-06-06T00:00:00,5,5F,WARREN,BOLTON,Campfire, 8 - Timber - Light Hardwood Litter,5,3.3,43.52942,-73.61615,Forest Preserve,Lake George WF,0,0,0,0,0,0,0,"Schroeder,Rick A",911 Dispatch,,"{'longitude': '-73.61615', 'needs_recoding': False, 'latitude': '43.52942'}"
NYS-2016-0101,Stillwater Reservoir ,2016-05-29T00:00:00,2016-05-29T00:00:00,2016-06-01T00:00:00,6,6B,HERKIMER,WEBB,Lightning, 9 - Timber - Medium Hardwood Litter,5,0.1,43.93267,-74.92509,Forest Preserve,Five Ponds Wilderness,0,0,0,0,0,0,0,"Evans,Luke ",Ranger Patrol,,"{'longitude': '-74.92509', 'needs_recoding': False, 'latitude': '43.93267'}"
NYS-2016-0103,North Pond Hoffman Notch  ,2016-05-30T00:00:00,2016-05-30T00:00:00,2016-05-30T00:00:00,5,5E,ESSEX,SCHROON,Lightning, 8 - Timber - Light Hardwood Litter,5,0.1,43.86353,-73.81277,Forest Preserve,Hoffman Notch Wilderness,0,0,0,0,0,0,0,"Deslauriers,Jacob P",Other,,"{'longitude': '-73.81277', 'needs_recoding': False, 'latitude': '43.86353'}"
NYS-2016-0104,Dipper Pond Mt Fire,2016-05-30T00:00:00,2016-05-30T00:00:00,2016-06-04T00:00:00,5,5E,WARREN,JOHNSBURG,Lightning, 8 - Timber - Light Hardwood Litter,5,1,43.65694,-73.90189,Private Property,,0,0,0,0,0,0,0,"Perryman,Arthur C",911 Dispatch,,"{'longitude': '-73.90189', 'needs_recoding': False, 'latitude': '43.65694'}"
NYS-2016-0105,Big Spur Mt,2016-05-31T00:00:00,2016-05-31T00:00:00,2016-06-07T00:00:00,5,5B,ESSEX,LEWIS,Lightning,11 - Slash - Light,5,21,44.33678,-73.51452,Private Property,,120,0,0,0,0,0,0,"Bode,Sarah ",911 Dispatch,,"{'longitude': '-73.51452', 'needs_recoding': False, 'latitude': '44.33678'}"
NYS-2016-0106,Tupper Lk ,2016-05-31T00:00:00,2016-05-31T00:00:00,2016-05-31T00:00:00,5,5A,FRANKLIN,TUPPER LAKE,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,44.15171,-74.53358,Forest Preserve,Horseshoe Lake Wild Forest,0,0,0,0,0,0,0,"Gliddi,Thomas ",DEC Dispatch,,"{'longitude': '-74.53358', 'needs_recoding': False, 'latitude': '44.15171'}"
NYS-2016-0107,Stagclub Easement ,2016-06-03T00:00:00,2016-06-04T00:00:00,2016-06-09T00:00:00,6,6A,ST LAWRENCE,HOPKINTON,Miscellaneous,12 - Slash - Medium,5,8,44.40353,-74.67535,Conservation Easement,,0,0,0,0,0,0,0,"Hogan,Joshua T",911 Dispatch,,"{'longitude': '-74.67535', 'needs_recoding': False, 'latitude': '44.40353'}"
NYS-2016-0108,Gossamer RX,2016-06-10T00:00:00,2016-06-10T00:00:00,2016-06-10T00:00:00,4,4A,ALBANY,ALBANY,Prescribed Fire, 6 - Brush - Mixed/Regeneration,5,8,42.7023,-73.87058,Other Not Classified,Albany Pine Bush Preserve,0,0,0,0,0,0,0,"Hess,Joseph C",Other,N/A,"{'longitude': '-73.87058', 'needs_recoding': False, 'latitude': '42.7023'}"
NYS-2016-0109,Dead Horse Fire,2016-06-12T00:00:00,2016-06-12T00:00:00,2016-06-14T00:00:00,2,2A,KINGS,BROOKLYN,Incendiary, 3 - Grass - Heavy,2,37.3,40.59247,-73.90621,Federal Lands,,0,0,0,0,0,0,0,"Martin,Russell P",Other,,"{'longitude': '-73.90621', 'needs_recoding': False, 'latitude': '40.59247'}"
NYS-2016-0110,High Falls Fire,2016-06-17T00:00:00,2016-06-17T00:00:00,2016-06-18T00:00:00,6,6B,LEWIS,CROGHAN,Incendiary, 6 - Brush - Mixed/Regeneration,5,8,43.92536,-75.34147,Private Property,,0,0,0,0,0,0,0,"Hubschmitt,Michael ",DEC Dispatch,,"{'longitude': '-75.34147', 'needs_recoding': False, 'latitude': '43.92536'}"
NYS-2016-0111,Dolf Pond Fire,2016-06-17T00:00:00,2016-06-18T00:00:00,2016-07-02T00:00:00,5,5F,WASHINGTON,WHITEHALL,Lightning, 8 - Timber - Light Hardwood Litter,3,11.1,43.47506,-73.44469,Forest Preserve,,0,0,0,0,0,0,0,"Goetke,Anthony G",DEC Dispatch,,"{'longitude': '-73.44469', 'needs_recoding': False, 'latitude': '43.47506'}"
NYS-2016-0112,Powley Place Fire ,2016-06-19T00:00:00,2016-06-19T00:00:00,2016-06-21T00:00:00,5,5D,HAMILTON,ARIETTA,Fireworks, 6 - Brush - Mixed/Regeneration,5,6,43.30973,-74.65336,Forest Preserve,Ferris Lake Wild Forest,0,0,0,0,0,0,0,"Ploss,John ",DEC Dispatch,,"{'longitude': '-74.65336', 'needs_recoding': False, 'latitude': '43.30973'}"
NYS-2016-0113,Nobles Island,2016-06-20T00:00:00,2016-06-20T00:00:00,2016-06-20T00:00:00,5,5E,WARREN,HAGUE,Campfire, 2 - Grass - Understory,5,0.2,43.63781,-73.52334,State Forest/RF Area,Lake George Campground,0,0,0,0,0,0,0,"Schroeder,Rick A",Other,,"{'longitude': '-73.52334', 'needs_recoding': False, 'latitude': '43.63781'}"
NYS-2016-0114,Point Fire,2016-06-21T00:00:00,2016-06-21T00:00:00,2016-06-21T00:00:00,9,9A,CATTARAUGUS,PERSIA,Incendiary, 9 - Timber - Medium Hardwood Litter,5,0.1,42.44455,-78.90217,Unique Area,Zoar Valley,0,0,0,0,0,0,0,"Pachan,David L",Other,,"{'longitude': '-78.90217', 'needs_recoding': False, 'latitude': '42.44455'}"
NYS-2016-0115,North Hudson Fire,2016-06-22T00:00:00,2016-06-21T00:00:00,2016-06-29T00:00:00,5,5E,ESSEX,NORTH HUDSON,Lightning,12 - Slash - Medium,5,5,43.99749,-73.6649,Private Property,,0,0,0,0,0,0,0,"St. Claire,Mark R",DEC Dispatch,,"{'longitude': '-73.6649', 'needs_recoding': False, 'latitude': '43.99749'}"
NYS-2016-0116,Cedar Rock Fire,2016-06-23T00:00:00,2016-06-23T00:00:00,2016-06-30T00:00:00,5,5B,CLINTON,ALTONA,Campfire, 8 - Timber - Light Hardwood Litter,5,2.8,44.90346,-73.77742,Private Property,,0,0,0,0,0,0,0,"Gliddi,Thomas ",911 Dispatch,,"{'longitude': '-73.77742', 'needs_recoding': False, 'latitude': '44.90346'}"
NYS-2016-0117,Pup Hill Fire,2016-06-23T00:00:00,2016-06-23T00:00:00,2016-06-29T00:00:00,5,5B,CLINTON,SARANAC,Campfire, 9 - Timber - Medium Hardwood Litter,5,1.5,44.62318,-73.7579,Private Property,,0,0,0,0,0,0,0,"Dominesey,Megan M",DEC Dispatch,,"{'longitude': '-73.7579', 'needs_recoding': False, 'latitude': '44.62318'}"
NYS-2016-0118,Minnewaska 16,2016-06-25T00:00:00,2016-06-25T00:00:00,2016-07-03T00:00:00,3,3A,ULSTER,ROCHESTER,Campfire, 6 - Brush - Mixed/Regeneration,3,26,41.74483,-74.27081,OPR&HP (State Parks),Minnewaska State Park,0,0,0,0,0,0,0,"Stratton,Robert  E",911 Dispatch,,"{'longitude': '-74.27081', 'needs_recoding': False, 'latitude': '41.74483'}"
NYS-2016-0119,Pine Meadow Lake ,2016-06-25T00:00:00,2016-06-25T00:00:00,2016-07-04T00:00:00,3,3B,ROCKLAND,RAMAPO,Campfire, 5 - Brush - Continuous but Light,5,16.5,41.17616,-74.1204,OPR&HP (State Parks),Harriman StatePark,0,0,0,0,0,0,0,"Sabo,Scott L",Other,,"{'longitude': '-74.1204', 'needs_recoding': False, 'latitude': '41.17616'}"
NYS-2016-0120,Stevers Hill Fire,2016-06-26T00:00:00,2016-06-26T00:00:00,2016-06-26T00:00:00,4,4A,COLUMBIA,CLAVERACK,Equipment, 1 - Grass - Light,5,8.2,42.24014,-73.63548,Private Property,,0,0,0,0,0,0,0,"DiCintio,Chris A",911 Dispatch,,"{'longitude': '-73.63548', 'needs_recoding': False, 'latitude': '42.24014'}"
NYS-2016-0121,Needa Guenther,2016-06-29T00:00:00,2016-06-29T00:00:00,2016-07-03T00:00:00,5,5E,WARREN,STONY CREEK,Lightning, 8 - Timber - Light Hardwood Litter,5,0.3,43.42653,-74.10139,Forest Preserve,Wilcox Lake Wild Forest,0,0,0,0,0,0,0,"Kabrehl,Charles J",Other,,"{'longitude': '-74.10139', 'needs_recoding': False, 'latitude': '43.42653'}"
NYS-2016-0122,Altmar fire,2016-06-29T00:00:00,2016-06-29T00:00:00,2016-07-01T00:00:00,7,7A,OSWEGO,ALBION,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,43.52198,-76.08078,State Forest/RF Area,Altmar State Forest,0,0,0,0,0,0,0,"Oldroyd,Joan T",Ranger Patrol,,"{'longitude': '-76.08078', 'needs_recoding': False, 'latitude': '43.52198'}"
NYS-2016-0123,Coulombe Creek,2016-06-30T00:00:00,2016-06-30T00:00:00,2016-07-07T00:00:00,5,5D,HAMILTON,WELLS,Lightning, 9 - Timber - Medium Hardwood Litter,5,2,43.38532,-74.2553,Forest Preserve,Wilcox Lake Wild Forest ,0,0,0,0,0,0,0,"Kallen,David A",Other,,"{'longitude': '-74.2553', 'needs_recoding': False, 'latitude': '43.38532'}"
NYS-2016-0124,Brook St Fire,2016-07-02T00:00:00,2016-07-02T00:00:00,2016-07-05T00:00:00,3,3A,ULSTER,WAWARSING,Lightning, 6 - Brush - Mixed/Regeneration,5,1,41.73248,-74.40097,Private Property,,0,0,0,0,0,0,0,"Kreft,Howard K",911 Dispatch,,"{'longitude': '-74.40097', 'needs_recoding': False, 'latitude': '41.73248'}"
NYS-2016-0125,Independence,2016-07-04T00:00:00,2016-07-04T00:00:00,2016-07-13T00:00:00,5,5E,ESSEX,SCHROON,Lightning, 8 - Timber - Light Hardwood Litter,4,4,43.80742,-73.72453,Forest Preserve,Pharaoh Lake Wilderness,0,0,0,0,0,0,0,"St. Claire,Mark R",911 Dispatch,,"{'longitude': '-73.72453', 'needs_recoding': False, 'latitude': '43.80742'}"
NYS-2016-0126,Roaring Brook Fire,2016-07-03T00:00:00,2016-07-04T00:00:00,2016-07-04T00:00:00,5,5C,ESSEX,KEENE,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,0.1,44.15095,-73.75184,Wilderness Area,Giant Mountain WA,0,0,0,0,0,0,0,"Mecus,Robbi ",DEC Dispatch,,"{'longitude': '-73.75184', 'needs_recoding': False, 'latitude': '44.15095'}"
NYS-2016-0127,Waterline Fire,2016-07-06T00:00:00,2016-07-06T00:00:00,2016-07-08T00:00:00,6,6B,LEWIS,NEW BREMEN,Incendiary, 8 - Timber - Light Hardwood Litter,5,0.9,43.81068,-75.37698,Private Property,none,0,0,0,0,0,0,0,"Evans,Luke ",911 Dispatch,none,"{'longitude': '-75.37698', 'needs_recoding': False, 'latitude': '43.81068'}"
NYS-2016-0128,Goose Island fire,2016-07-05T00:00:00,2016-07-05T00:00:00,2016-07-05T00:00:00,5,5A,FRANKLIN,HARRIETSTOWN,Campfire, 7 - Brush - Understory,5,0.3,44.29445,-74.21009,Forest Preserve,Saranac Lake Islands ,0,0,0,0,0,0,0,"Edmunds,Thomas R",DEC Dispatch,,"{'longitude': '-74.21009', 'needs_recoding': False, 'latitude': '44.29445'}"
NYS-2016-0129,Tripod,2016-07-06T00:00:00,2016-07-06T00:00:00,2016-07-07T00:00:00,5,5E,ESSEX,MINERVA,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,43.8739,-74.25503,Forest Preserve,Essex Chain Primitive Area,0,0,0,0,0,0,0,"Jeffery,Delbert W",Other,,"{'longitude': '-74.25503', 'needs_recoding': False, 'latitude': '43.8739'}"
NYS-2016-0130,Border Patrol ,2016-07-06T00:00:00,2016-07-06T00:00:00,2016-07-11T00:00:00,5,5E,WARREN,HAGUE,Lightning, 8 - Timber - Light Hardwood Litter,5,0.5,43.69439,-73.61883,Forest Preserve,Lake George Wild Forest,0,0,0,0,0,0,0,"Kabrehl,Charles J",911 Dispatch,,"{'longitude': '-73.61883', 'needs_recoding': False, 'latitude': '43.69439'}"
NYS-2016-0131,Chautauqua Gorge,2016-07-20T00:00:00,2016-07-20T00:00:00,2016-07-22T00:00:00,9,9A,CHAUTAUQUA,CHAUTAUQUA,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,42.23278,-79.58987,Private Property,,0,0,0,0,0,0,0,"Kennedy,John S",Other,,"{'longitude': '-79.58987', 'needs_recoding': False, 'latitude': '42.23278'}"
NYS-2016-0132,Garnet Lake Road ,2016-07-22T00:00:00,2016-07-22T00:00:00,2016-07-24T00:00:00,5,5E,WARREN,JOHNSBURG,Power line, 8 - Timber - Light Hardwood Litter,5,1.3,43.58273,-74.00052,Private Property,,0,0,0,0,0,0,0,"Kabrehl,Charles J",911 Dispatch,,"{'longitude': '-74.00052', 'needs_recoding': False, 'latitude': '43.58273'}"
NYS-2016-0133,Shallow Lake ,2016-07-21T00:00:00,2016-07-21T00:00:00,2016-07-22T00:00:00,5,5D,HAMILTON,LONG LAKE,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,0.1,43.81684,-74.72671,Wilderness Area,Pigeon Lake WA,0,0,0,0,0,0,0,"Coscomb,Robert ",Other,,"{'longitude': '-74.72671', 'needs_recoding': False, 'latitude': '43.81684'}"
NYS-2016-0134,Lindsey Fire,2016-07-25T00:00:00,2016-07-25T00:00:00,2016-07-30T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 9 - Timber - Medium Hardwood Litter,4,1.2,40.93763,-72.92833,State Forest/RF Area,Rocky Point,0,0,0,0,0,0,0,"Gallagher,Bryan ",911 Dispatch,,"{'longitude': '-72.92833', 'needs_recoding': False, 'latitude': '40.93763'}"
NYS-2016-0135,Marilla Farm Fire,2016-07-23T00:00:00,2016-07-26T00:00:00,2016-07-23T00:00:00,9,9A,ERIE,MARILLA,Debris Burning, 1 - Grass - Light,5,16.2,42.85501,-78.57035,Private Property,,0,0,0,0,0,0,0,"Kennedy,John S",Supervisor,,"{'longitude': '-78.57035', 'needs_recoding': False, 'latitude': '42.85501'}"
NYS-2016-0136,Gillis Road Fire,2016-07-28T00:00:00,2016-07-28T00:00:00,2016-07-31T00:00:00,5,5F,WASHINGTON,GRANVILLE,Lightning, 9 - Timber - Medium Hardwood Litter,5,0.3,43.38758,-73.26912,Private Property,,0,0,0,0,0,0,0,"Laczko,Jaime ",Fire Department,,"{'longitude': '-73.26912', 'needs_recoding': False, 'latitude': '43.38758'}"
NYS-2016-0137,Jeckle Fire,2016-07-28T00:00:00,2016-07-28T00:00:00,2016-07-30T00:00:00,5,5F,WASHINGTON,FORT ANN,Lightning, 7 - Brush - Understory,5,0.3,43.29061,-73.3752,Private Property,,0,0,0,0,0,0,0,"Laczko,Jaime ",911 Dispatch,,"{'longitude': '-73.3752', 'needs_recoding': False, 'latitude': '43.29061'}"
NYS-2016-0138,Woodhull Island fire,2016-07-26T00:00:00,2016-07-28T00:00:00,2016-07-28T00:00:00,6,6C,HERKIMER,WEBB,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,0.1,43.59408,-75.02175,Forest Preserve,Black River Wild Forest,0,0,0,0,0,0,0,"Coscomb,Robert ",Other,,"{'longitude': '-75.02175', 'needs_recoding': False, 'latitude': '43.59408'}"
NYS-2016-0139,Lizard Bay Island fire,2016-07-26T00:00:00,2016-07-30T00:00:00,2016-07-31T00:00:00,6,6B,HERKIMER,WEBB,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,0.1,43.87711,-75.04267,Forest Preserve,Independence River Wild Forest,0,0,0,0,0,0,0,"Coscomb,Robert ",Other,,"{'longitude': '-75.04267', 'needs_recoding': False, 'latitude': '43.87711'}"
NYS-2016-0140,wallface pond fire,2016-07-31T00:00:00,2016-07-31T00:00:00,2016-08-01T00:00:00,5,5C,ESSEX,NORTH ELBA,Campfire, 6 - Brush - Mixed/Regeneration,,0.1,44.14773,-74.054,Forest Preserve,high peaks wilderness area,0,0,0,0,0,0,0,"Giglinto,James ",DEC Dispatch,,"{'longitude': '-74.054', 'needs_recoding': False, 'latitude': '44.14773'}"
NYS-2016-0141,West Dollar ,2016-07-23T00:00:00,2016-07-23T00:00:00,2016-07-24T00:00:00,5,5E,WARREN,BOLTON,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,43.6003,-73.58108,Forest Preserve,lake george wild forest,0,0,0,0,0,0,0,"Bodnar,Michael J",DEC Dispatch,,"{'longitude': '-73.58108', 'needs_recoding': False, 'latitude': '43.6003'}"
NYS-2016-0142,Hall Island 3,2016-08-01T00:00:00,2016-08-01T00:00:00,2016-08-02T00:00:00,7,7A,OSWEGO,ORWELL,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,43.53876,-75.90206,State Forest/RF Area,Hall Island State Forest,0,0,0,0,0,0,0,"Jackson,Scott ",Ranger Patrol,N/A,"{'longitude': '-75.90206', 'needs_recoding': False, 'latitude': '43.53876'}"
NYS-2016-0143,Horse Shoe Pond ,2016-08-04T00:00:00,2016-08-04T00:00:00,2016-08-05T00:00:00,5,5A,FRANKLIN,SANTA CLARA,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,44.31963,-74.35644,State Forest/RF Area,Saranac Lake Wild Forest,0,0,0,0,0,0,0,"Edmunds,Thomas R",DEC Dispatch,,"{'longitude': '-74.35644', 'needs_recoding': False, 'latitude': '44.31963'}"
NYS-2016-0144,Kogut Fire ,2016-08-02T00:00:00,2016-08-04T00:00:00,2016-08-07T00:00:00,6,6B,LEWIS,MONTAGUE,Debris Burning,13 - Slash Heavy,5,3.5,43.69874,-75.67669,Private Property,Private ,0,0,0,0,0,0,0,"Candee,Martin ",911 Dispatch,,"{'longitude': '-75.67669', 'needs_recoding': False, 'latitude': '43.69874'}"
NYS-2016-0145,Blue Stem Prescribed Fire,2016-08-05T00:00:00,2016-08-05T00:00:00,2016-08-07T00:00:00,4,4A,ALBANY,ALBANY,Prescribed Fire, 8 - Timber - Light Hardwood Litter,3,4.8,42.71934,-73.87593,Other Government,Pine Bush Preserve,0,0,0,0,0,0,0,"DiCintio,Chris A",Ranger Patrol,,"{'longitude': '-73.87593', 'needs_recoding': False, 'latitude': '42.71934'}"
NYS-2016-0146,Hall island 4,2016-08-07T00:00:00,2016-08-07T00:00:00,2016-08-08T00:00:00,7,7A,OSWEGO,ORWELL,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,43.53831,-75.90294,State Forest/RF Area,hall island state forest ,0,0,0,0,0,0,0,"Jackson,Scott ",Other,N/A,"{'longitude': '-75.90294', 'needs_recoding': False, 'latitude': '43.53831'}"
NYS-2016-0147,Stick Pond,2016-08-07T00:00:00,2016-08-07T00:00:00,2016-08-08T00:00:00,7,7A,ONONDAGA,LYSANDER,Incendiary,10 - Timber  - Heavy Litter/Downed Fuels,5,0.4,43.19638,-76.3176,Wildlife Management Area,Three Rivers WMA,0,0,0,0,0,0,0,"Jackson,Scott ",DEC Dispatch,N/A,"{'longitude': '-76.3176', 'needs_recoding': False, 'latitude': '43.19638'}"
NYS-2016-0148,Babble Prescribed Fire,2016-08-08T00:00:00,2016-08-08T00:00:00,2016-08-09T00:00:00,4,4A,ALBANY,GUILDERLAND,Prescribed Fire, 8 - Timber - Light Hardwood Litter,3,4.4,42.72063,-73.87644,Other Government,Albany Pine Bush Preserve,0,0,0,0,0,0,0,"Nelson,Christine X",DEC Dispatch,,"{'longitude': '-73.87644', 'needs_recoding': False, 'latitude': '42.72063'}"
NYS-2016-0149,Ellsworth ,2016-08-08T00:00:00,2016-08-08T00:00:00,2016-08-08T00:00:00,5,5B,FRANKLIN,FORT COVINGTON,Debris Burning, 1 - Grass - Light,5,0.8,44.95664,-74.46998,Private Property,Private,0,0,0,0,0,0,0,"Gliddi,Thomas ",911 Dispatch,,"{'longitude': '-74.46998', 'needs_recoding': False, 'latitude': '44.95664'}"
NYS-2016-0150,South Woods Rd ,2016-07-20T00:00:00,2016-08-08T00:00:00,2016-08-12T00:00:00,6,6A,ST LAWRENCE,MACOMB,Lightning, 6 - Brush - Mixed/Regeneration,5,4.8,44.4086,-75.61709,Private Property,Private ,0,0,0,0,0,0,0,"Evans,Peter H",911 Dispatch,,"{'longitude': '-75.61709', 'needs_recoding': False, 'latitude': '44.4086'}"
NYS-2016-0151,Cook Fire ,2016-08-11T00:00:00,2016-08-11T00:00:00,2016-08-15T00:00:00,5,5A,ESSEX,ST ARMAND,Equipment, 9 - Timber - Medium Hardwood Litter,5,0.9,44.3561,-74.12242,Private Property,Private,0,0,0,0,0,0,0,"Dominesey,Megan M",DEC Dispatch,,"{'longitude': '-74.12242', 'needs_recoding': False, 'latitude': '44.3561'}"
NYS-2016-0152,Little Weller Fire,2016-08-13T00:00:00,2016-08-13T00:00:00,2016-08-16T00:00:00,5,5B,FRANKLIN,HARRIETSTOWN,Campfire, 7 - Brush - Understory,5,0.1,44.2822,-74.26672,Forest Preserve,Saranac Lakes Wild Forest,0,0,0,0,0,0,0,"Balerno,Jeffrey ",DEC Dispatch,,"{'longitude': '-74.26672', 'needs_recoding': False, 'latitude': '44.2822'}"
NYS-2016-0153,Halls Island 2,2016-07-28T00:00:00,2016-07-28T00:00:00,2016-07-28T00:00:00,7,7A,OSWEGO,ORWELL,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,43.53631,-75.90222,State Forest/RF Area,Hall Island,0,0,0,0,0,0,0,"Oldroyd,Joan T",Other,,"{'longitude': '-75.90222', 'needs_recoding': False, 'latitude': '43.53631'}"
NYS-2016-0154,Antelope Fire RX,2016-08-24T00:00:00,2016-08-24T00:00:00,2016-08-25T00:00:00,4,4A,ALBANY,GUILDERLAND,Prescribed Fire, 7 - Brush - Understory,3,23,42.72307,-73.87657,Other Government,,0,0,0,0,0,0,0,"DiCintio,Chris A",Ranger Patrol,,"{'longitude': '-73.87657', 'needs_recoding': False, 'latitude': '42.72307'}"
NYS-2016-0155,Neglect Fire,2016-09-01T00:00:00,2016-09-02T00:00:00,2016-09-06T00:00:00,5,5E,ESSEX,NEWCOMB,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,44.01774,-74.13389,Forest Preserve,Western High Peaks,0,0,0,0,0,0,0,"Waters,James ",Other,,"{'longitude': '-74.13389', 'needs_recoding': False, 'latitude': '44.01774'}"
