Fire Number,Incident Name,Fire Start Date,Initial Report Date,Fire Out Date,Region,Zone,County,Municipality,Cause,NFFL Fuel Model,Complex Type,Acreage,Latitude,Longitude,Ownership,State Land Unit Name,Total,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,Reporting Ranger,Fire Report Method,Railroad Name,Location 1
NYS-2009-0040,South Beacon Mtn,2009-04-09T00:00:00,2009-04-09T00:00:00,2009-04-10T00:00:00,3,3B,DUTCHESS,FISHKILL,Miscellaneous, 9 - Timber - Medium Hardwood Litter,5,9.5,41.48183,-73.94367,Private Property,,0,0,0,0,0,0,0,"Baldwin,Benjamin C",911 Dispatch,,"{'longitude': '-73.94367', 'needs_recoding': False, 'latitude': '41.48183'}"
NYS-2009-0041,Santana Fire,2009-04-13T00:00:00,2009-04-13T00:00:00,2009-04-13T00:00:00,5,5B,ESSEX,JAY,Debris Burning, 4 - Brush - Heavy/Volatile,5,1,44.41171,-73.63558,Private Property,,0,0,0,0,4,0,0,"Praczkajlo,Robert ",911 Dispatch,,"{'longitude': '-73.63558', 'needs_recoding': False, 'latitude': '44.41171'}"
NYS-2009-0042,Trim,2009-04-13T00:00:00,2009-04-13T00:00:00,2009-04-13T00:00:00,7,7A,BROOME,WINDSOR,Debris Burning, 1 - Grass - Light,4,10.4,42.07581,-75.74542,Private Property,,0,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,,"{'longitude': '-75.74542', 'needs_recoding': False, 'latitude': '42.07581'}"
NYS-2009-0043,Grand Terrace Fire,2009-04-13T00:00:00,2009-04-13T00:00:00,2009-04-13T00:00:00,3,3B,ULSTER,WAWARSING,Miscellaneous, 9 - Timber - Medium Hardwood Litter,5,1.2,41.74469,-74.28346,Private Property,,0,0,0,0,0,0,0,"Mecus,Robert ",911 Dispatch,,"{'longitude': '-74.28346', 'needs_recoding': False, 'latitude': '41.74469'}"
NYS-2009-0044,Toothaker Fire,2009-04-14T00:00:00,2009-04-14T00:00:00,2009-04-17T00:00:00,6,6A,ST LAWRENCE,PITCAIRN,Children, 3 - Grass - Heavy,4,9,44.20874,-75.30085,State Forest/RF Area,Toothaker Creek SF,0,0,0,0,0,0,0,"Hoag,Gregory W",Local P.D.,,"{'longitude': '-75.30085', 'needs_recoding': False, 'latitude': '44.20874'}"
NYS-2009-0045,Tombstone Fire,2009-04-14T00:00:00,2009-04-14T00:00:00,2009-04-15T00:00:00,7,7A,CHENANGO,NORWICH,Incendiary, 9 - Timber - Medium Hardwood Litter,4,1,42.51712,-75.53111,Private Property,,0,0,0,0,0,0,0,"Prunoske,James ",911 Dispatch,,"{'longitude': '-75.53111', 'needs_recoding': False, 'latitude': '42.51712'}"
NYS-2009-0046,Seitter,2009-04-13T00:00:00,2009-04-13T00:00:00,2009-04-13T00:00:00,3,3A,SULLIVAN,MAMAKATING,Debris Burning, 8 - Timber - Light Hardwood Litter,4,2.5,41.62831,-74.47569,Private Property,,0,0,0,0,0,0,0,"Seeley,Jason J",911 Dispatch,,"{'longitude': '-74.47569', 'needs_recoding': False, 'latitude': '41.62831'}"
NYS-2009-0047,skye,2009-04-15T00:00:00,2009-04-15T00:00:00,2009-04-17T00:00:00,5,5B,CLINTON,BEEKMANTOWN,Debris Burning, 8 - Timber - Light Hardwood Litter,5,2,44.79337,-73.56654,Private Property,,0,0,0,0,3,1,0,"Praczkajlo,Robert ",Other,,"{'longitude': '-73.56654', 'needs_recoding': False, 'latitude': '44.79337'}"
NYS-2009-0048,Simard Fire,2009-04-15T00:00:00,2009-04-15T00:00:00,2009-04-15T00:00:00,4,4A,COLUMBIA,HILLSDALE,Equipment, 8 - Timber - Light Hardwood Litter,5,1,42.26617,-73.54728,Private Property,,0,0,0,0,2,0,1,"Breigle,Jeffrey ",911 Dispatch,,"{'longitude': '-73.54728', 'needs_recoding': False, 'latitude': '42.26617'}"
NYS-2009-0049,scanlon,2009-04-15T00:00:00,2009-04-15T00:00:00,2009-04-15T00:00:00,5,5B,FRANKLIN,BOMBAY,Incendiary, 8 - Timber - Light Hardwood Litter,5,0.8,44.913,-74.5579,Private Property,,0,0,0,0,0,0,0,"Gliddi,Thomas ",911 Dispatch,,"{'longitude': '-74.5579', 'needs_recoding': False, 'latitude': '44.913'}"
NYS-2009-0050,brockert,2009-04-15T00:00:00,2009-04-15T00:00:00,2009-04-15T00:00:00,6,6B,LEWIS,DENMARK,Debris Burning, 3 - Grass - Heavy,4,6,43.84299,-75.53939,Private Property,,0,0,0,0,1,0,0,"Hubschmitt,Michael ",911 Dispatch,,"{'longitude': '-75.53939', 'needs_recoding': False, 'latitude': '43.84299'}"
NYS-2009-0051,HEART,2009-04-15T00:00:00,2009-04-15T00:00:00,2009-04-16T00:00:00,1,1A,SUFFOLK,SMITHTOWN,Children, 9 - Timber - Medium Hardwood Litter,5,0.5,40.767,-72.5655,Private Property,,0,0,0,0,0,0,0,"Slade,Kevin M",911 Dispatch,,"{'longitude': '-72.5655', 'needs_recoding': False, 'latitude': '40.767'}"
NYS-2009-0052,TOPNOTCH,2009-04-15T00:00:00,2009-04-15T00:00:00,2009-04-15T00:00:00,6,6C,HERKIMER,LITTLE FALLS,Smoking, 5 - Brush - Continuous but Light,5,0.1,43.06639,-74.86419,Private Property,,0,0,0,0,0,0,0,"Pickett,Adam ",911 Dispatch,,"{'longitude': '-74.86419', 'needs_recoding': False, 'latitude': '43.06639'}"
NYS-2009-0053,Putnam Mountain fire,2009-04-16T00:00:00,2009-04-16T00:00:00,2009-04-16T00:00:00,5,5F,WASHINGTON,FORT ANN,Debris Burning, 9 - Timber - Medium Hardwood Litter,5,0.5,43.44432,-73.55633,Private Property,,0,0,0,0,0,0,0,"Laczko,Jaime ",911 Dispatch,,"{'longitude': '-73.55633', 'needs_recoding': False, 'latitude': '43.44432'}"
NYS-2009-0054,Pavillion Fire,2009-04-16T00:00:00,2009-04-16T00:00:00,2009-04-16T00:00:00,8,8A,STEUBEN,FREMONT,Equipment, 1 - Grass - Light,5,0.5,42.38066,-77.65697,Other Government,N/a,0,0,0,0,0,0,0,"Cordell,Daniel S",Ranger Patrol,,"{'longitude': '-77.65697', 'needs_recoding': False, 'latitude': '42.38066'}"
NYS-2009-0055,Coats,2009-04-16T00:00:00,2009-04-16T00:00:00,2009-04-16T00:00:00,9,9A,ALLEGANY,ALMOND,Incendiary, 1 - Grass - Light,4,0.6,42.39651,-77.83693,Private Property,,0,0,0,0,0,0,0,"Thaine,Justin T",Other,,"{'longitude': '-77.83693', 'needs_recoding': False, 'latitude': '42.39651'}"
NYS-2009-0056,Larkin Road Fire,2009-04-16T00:00:00,2009-04-16T00:00:00,2009-04-16T00:00:00,7,7A,MADISON,HAMILTON,Debris Burning, 1 - Grass - Light,4,2,42.80061,-75.47563,Private Property,,0,0,1,0,1,3,0,"McPherson,James ",911 Dispatch,,"{'longitude': '-75.47563', 'needs_recoding': False, 'latitude': '42.80061'}"
NYS-2009-0057,Hard scrabble,2009-04-16T00:00:00,2009-04-16T00:00:00,2009-04-16T00:00:00,8,8A,STEUBEN,TUSCARORA,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,8.2,42.09018,-77.28675,Private Property,,36,0,0,0,0,0,0,"Carpenter,Timothy J",911 Dispatch,,"{'longitude': '-77.28675', 'needs_recoding': False, 'latitude': '42.09018'}"
NYS-2009-0058,Water Board fire,2009-04-16T00:00:00,2009-04-16T00:00:00,2009-04-19T00:00:00,8,8A,CHEMUNG,ELMIRA,Incendiary, 9 - Timber - Medium Hardwood Litter,4,9.8,42.10665,-76.79263,Other Government,,0,0,0,0,0,0,0,"Meehan,William X",911 Dispatch,,"{'longitude': '-76.79263', 'needs_recoding': False, 'latitude': '42.10665'}"
NYS-2009-0059,Harvey Bridge Fire,2009-04-16T00:00:00,2009-04-16T00:00:00,2009-04-17T00:00:00,6,6B,HERKIMER,OHIO,Equipment, 9 - Timber - Medium Hardwood Litter,5,2,43.33669,-74.98182,Private Property,,0,0,0,0,0,0,0,"Pickett,Adam ",911 Dispatch,,"{'longitude': '-74.98182', 'needs_recoding': False, 'latitude': '43.33669'}"
NYS-2009-0060,Ulster Heights Fire,2009-04-15T00:00:00,2009-04-16T00:00:00,2009-04-15T00:00:00,3,3A,ULSTER,WAWARSING,Campfire, 2 - Grass - Understory,4,1,41.77509,-74.50737,Private Property,,0,0,0,0,0,0,0,"Dawson,Robert B",911 Dispatch,,"{'longitude': '-74.50737', 'needs_recoding': False, 'latitude': '41.77509'}"
NYS-2009-0061,Center Rd Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,5,5F,WASHINGTON,CAMBRIDGE,Children, 9 - Timber - Medium Hardwood Litter,5,1,42.95294,-73.41278,Private Property,,0,0,0,0,0,0,0,"Schwab,Werner J",DEC Dispatch,,"{'longitude': '-73.41278', 'needs_recoding': False, 'latitude': '42.95294'}"
NYS-2009-0062,Bus Garage Fire,2009-04-16T00:00:00,2009-04-16T00:00:00,2009-04-19T00:00:00,5,5E,WARREN,QUEENSBURY,Campfire, 8 - Timber - Light Hardwood Litter,5,0.8,43.34274,-73.69615,Other Not Classified,,0,0,0,0,0,0,0,"Donegan,Evan F",911 Dispatch,,"{'longitude': '-73.69615', 'needs_recoding': False, 'latitude': '43.34274'}"
NYS-2009-0063,Tractor Supply Fire,2009-04-16T00:00:00,2009-04-16T00:00:00,2009-04-16T00:00:00,5,5E,WARREN,QUEENSBURY,Miscellaneous, 9 - Timber - Medium Hardwood Litter,5,0.5,43.32732,-73.67327,Private Property,,0,0,0,0,0,0,0,"Donegan,Evan F",911 Dispatch,,"{'longitude': '-73.67327', 'needs_recoding': False, 'latitude': '43.32732'}"
NYS-2009-0064,Truesdale Hill Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,5,5E,WARREN,LAKE GEORGE,Debris Burning, 5 - Brush - Continuous but Light,5,0.3,43.47705,-73.73106,Private Property,,0,0,0,0,0,1,2,"Donegan,Evan F",911 Dispatch,,"{'longitude': '-73.73106', 'needs_recoding': False, 'latitude': '43.47705'}"
NYS-2009-0065,Teeter Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,7,7A,CORTLAND,CORTLANDVILLE,Debris Burning, 1 - Grass - Light,5,2,42.53,-76.22,Private Property,,0,0,0,0,0,0,0,"Giraud,William L",911 Dispatch,,"{'longitude': '-76.22', 'needs_recoding': False, 'latitude': '42.53'}"
NYS-2009-0066,Reasor Hollow,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-20T00:00:00,8,8A,CHEMUNG,BIG FLATS,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,10,42.17853,-76.96166,Private Property,,0,0,0,0,0,0,1,"Meehan,William X",911 Dispatch,,"{'longitude': '-76.96166', 'needs_recoding': False, 'latitude': '42.17853'}"
NYS-2009-0067,Stanton Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,7,7A,MADISON,NELSON,Debris Burning, 1 - Grass - Light,5,0.3,42.9239,-75.77791,Private Property,Neslon Swamp ,0,0,0,0,1,0,0,"McPherson,James ",911 Dispatch,,"{'longitude': '-75.77791', 'needs_recoding': False, 'latitude': '42.9239'}"
NYS-2009-0068,Lake Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,7,7A,MADISON,EATON,Debris Burning, 8 - Timber - Light Hardwood Litter,4,1,42.88264,-75.58146,Private Property,,0,0,0,0,0,0,0,"McPherson,James ",911 Dispatch,,"{'longitude': '-75.58146', 'needs_recoding': False, 'latitude': '42.88264'}"
NYS-2009-0069,Flint Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-18T00:00:00,8,8A,STEUBEN,COHOCTON,Equipment,10 - Timber  - Heavy Litter/Downed Fuels,4,3,42.4656,-77.48768,Private Property,,9,0,0,0,0,0,0,"Farrand,Anne M",911 Dispatch,,"{'longitude': '-77.48768', 'needs_recoding': False, 'latitude': '42.4656'}"
NYS-2009-0070,VanGuilder Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,5,5E,WARREN,CHESTER,Debris Burning, 8 - Timber - Light Hardwood Litter,5,0.5,43.68286,-73.8766,Private Property,,0,0,0,0,0,0,0,"Kabrehl,Charles J",911 Dispatch,,"{'longitude': '-73.8766', 'needs_recoding': False, 'latitude': '43.68286'}"
NYS-2009-0071,Honest Brook Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,4,4B,DELAWARE,COLCHESTER,Debris Burning, 1 - Grass - Light,4,6,42.13472,-74.90557,Private Property,,0,0,0,0,0,0,1,"Kerr,Ian M",911 Dispatch,,"{'longitude': '-74.90557', 'needs_recoding': False, 'latitude': '42.13472'}"
NYS-2009-0072,East Afton,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,7,7A,CHENANGO,AFTON,Equipment, 8 - Timber - Light Hardwood Litter,4,2,42.22717,-75.43344,State Forest/RF Area,Melondy Hill State Forest,0,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,,"{'longitude': '-75.43344', 'needs_recoding': False, 'latitude': '42.22717'}"
NYS-2009-0073,South Hill Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-18T00:00:00,4,4B,OTSEGO,MARYLAND,Campfire, 8 - Timber - Light Hardwood Litter,4,7.1,42.51196,-74.853,State Forest/RF Area,South Hill State Forest,0,0,0,0,0,0,0,"Kerr,Ian M",911 Dispatch,,"{'longitude': '-74.853', 'needs_recoding': False, 'latitude': '42.51196'}"
NYS-2009-0074,Cook Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-18T00:00:00,4,4B,SCHOHARIE,WRIGHT,Debris Burning, 1 - Grass - Light,4,0.5,42.68228,-74.23934,Private Property,,0,0,0,0,0,0,0,"Edmunds,Thomas R",911 Dispatch,,"{'longitude': '-74.23934', 'needs_recoding': False, 'latitude': '42.68228'}"
NYS-2009-0075,ClairmontFire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,5,5B,CLINTON,AUSABLE,Equipment, 9 - Timber - Medium Hardwood Litter,5,0.3,44.31999,-73.35864,Private Property,,0,0,0,0,0,0,0,"Praczkajlo,Robert ",911 Dispatch,,"{'longitude': '-73.35864', 'needs_recoding': False, 'latitude': '44.31999'}"
NYS-2009-0076,University Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,9,9A,ALLEGANY,ALFRED,Campfire, 8 - Timber - Light Hardwood Litter,4,1.3,42.25867,-77.7776,Private Property,,0,0,0,0,0,0,1,"Thaine,Justin T",Ranger Patrol,,"{'longitude': '-77.7776', 'needs_recoding': False, 'latitude': '42.25867'}"
NYS-2009-0077,Skinner Hill Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,7,7A,CHENANGO,NEW BERLIN,Debris Burning, 1 - Grass - Light,4,1.2,42.61189,-75.43998,Private Property,,0,0,0,0,0,0,0,"Prunoske,James ",911 Dispatch,,"{'longitude': '-75.43998', 'needs_recoding': False, 'latitude': '42.61189'}"
NYS-2009-0078,Apple Orchard,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-19T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 8 - Timber - Light Hardwood Litter,5,1.5,40.84601,-72.94763,Private Property,,0,0,0,0,0,0,0,"Thompson,Michael W",Fire Department,,"{'longitude': '-72.94763', 'needs_recoding': False, 'latitude': '40.84601'}"
NYS-2009-0079,Thomas Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,7,7A,CHENANGO,PITCHER,Debris Burning, 3 - Grass - Heavy,4,0.2,42.61414,-75.82792,Private Property,,0,0,0,0,0,0,1,"Prunoske,James ",911 Dispatch,,"{'longitude': '-75.82792', 'needs_recoding': False, 'latitude': '42.61414'}"
NYS-2009-0080,Moon Hill Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,7,7A,CHENANGO,PLYMOUTH,Debris Burning, 8 - Timber - Light Hardwood Litter,4,0.8,42.58878,-75.58778,Private Property,,0,0,0,0,0,0,0,"Prunoske,James ",911 Dispatch,,"{'longitude': '-75.58778', 'needs_recoding': False, 'latitude': '42.58878'}"
NYS-2009-0081,Three Mile Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,7,7A,OSWEGO,WEST MONROE,Debris Burning, 1 - Grass - Light,5,0.5,43.2746,-76.06879,Wildlife Management Area,Three Mile Bay,0,0,0,0,0,0,0,"Jackson,Scott ",Ranger Patrol,,"{'longitude': '-76.06879', 'needs_recoding': False, 'latitude': '43.2746'}"
NYS-2009-0082,Lakes Pond Fire,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-24T00:00:00,5,5F,WASHINGTON,FORT ANN,Equipment, 9 - Timber - Medium Hardwood Litter,4,83.2,43.48499,-73.56033,Private Property,,384,0,0,0,0,0,0,"Laczko,Jaime ",DEC Dispatch,,"{'longitude': '-73.56033', 'needs_recoding': False, 'latitude': '43.48499'}"
NYS-2009-0083,Woodworth,2009-04-18T00:00:00,2009-04-18T00:00:00,2009-04-20T00:00:00,8,8A,STEUBEN,JASPER,Campfire, 9 - Timber - Medium Hardwood Litter,4,20,42.17671,-77.5918,Private Property,,0,0,0,0,0,0,0,"Farrand,Anne M",911 Dispatch,,"{'longitude': '-77.5918', 'needs_recoding': False, 'latitude': '42.17671'}"
NYS-2009-0084,Beaver Meadow Lake,2009-04-18T00:00:00,2009-04-18T00:00:00,2009-04-18T00:00:00,7,7A,CHENANGO,SMYRNA,Campfire, 9 - Timber - Medium Hardwood Litter,4,0.7,42.69485,-75.64006,Private Property,,0,0,0,0,1,0,0,"Prunoske,James ",911 Dispatch,,"{'longitude': '-75.64006', 'needs_recoding': False, 'latitude': '42.69485'}"
NYS-2009-0085,Bass lake fire,2009-04-18T00:00:00,2009-04-18T00:00:00,2009-04-18T00:00:00,9,9A,ALLEGANY,WARD,Miscellaneous, 8 - Timber - Light Hardwood Litter,4,1.4,42.2047,-77.94734,Private Property,,0,0,1,0,0,1,2,"Thaine,Justin T",911 Dispatch,,"{'longitude': '-77.94734', 'needs_recoding': False, 'latitude': '42.2047'}"
NYS-2009-0086,Oakwood Beach,2009-04-12T00:00:00,2009-04-19T00:00:00,2009-04-12T00:00:00,2,2A,RICHMOND,STATEN ISLAND,Incendiary, 3 - Grass - Heavy,4,98.3,40.55125,-74.11211,Other Not Classified,,0,0,1,0,18,1,0,"Thomes,Howard F",Other,,"{'longitude': '-74.11211', 'needs_recoding': False, 'latitude': '40.55125'}"
NYS-2009-0087,Cranberry Bog fire,2009-04-18T00:00:00,2009-04-19T00:00:00,2009-04-20T00:00:00,1,1A,SUFFOLK,RIVERHEAD,Incendiary, 8 - Timber - Light Hardwood Litter,5,10.6,40.88869,-72.7926,Other Government,,0,0,0,0,0,0,0,"Thompson,Michael W",Fire Department,,"{'longitude': '-72.7926', 'needs_recoding': False, 'latitude': '40.88869'}"
NYS-2009-0088,Panamoka Fire,2009-04-19T00:00:00,2009-04-19T00:00:00,2009-04-20T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Campfire, 8 - Timber - Light Hardwood Litter,5,1.5,40.91618,-72.85063,Unique Area,Panamoka,0,0,0,0,0,0,0,"Thompson,Michael W",Other,,"{'longitude': '-72.85063', 'needs_recoding': False, 'latitude': '40.91618'}"
NYS-2009-0089,Farmer Brown Fire,2009-04-19T00:00:00,2009-04-19T00:00:00,2009-04-19T00:00:00,7,7A,CHENANGO,GERMAN,Debris Burning, 1 - Grass - Light,5,1,42.49202,-75.85715,Private Property,,0,0,0,0,0,0,0,"Oldroyd,Jeremy M",Ranger Patrol,,"{'longitude': '-75.85715', 'needs_recoding': False, 'latitude': '42.49202'}"
NYS-2009-0090,Wurtsboro Ridge,2009-04-18T00:00:00,2009-04-18T00:00:00,2009-04-24T00:00:00,3,3A,SULLIVAN,MAMAKATING,Incendiary, 9 - Timber - Medium Hardwood Litter,4,300,41.59,-74.45,State Forest/RF Area,Wurtsboro Ridge State Forest,102,0,0,0,0,0,0,"Russell,Edwin ",911 Dispatch,,"{'longitude': '-74.45', 'needs_recoding': False, 'latitude': '41.59'}"
NYS-2009-0091,High T Fire,2009-04-19T00:00:00,2009-04-20T00:00:00,2009-04-20T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 8 - Timber - Light Hardwood Litter,5,2.8,40.9118,-72.85362,OPR&HP (State Parks),Brrokhaven State Park,0,0,0,0,0,0,0,"Thompson,Michael W",Fire Department,,"{'longitude': '-72.85362', 'needs_recoding': False, 'latitude': '40.9118'}"
NYS-2009-0092,California Rd Fire,2009-04-18T00:00:00,2009-04-18T00:00:00,2009-04-19T00:00:00,3,3B,ORANGE,WARWICK,Incendiary, 9 - Timber - Medium Hardwood Litter,2,50,41.46243,-74.555,Other Government,Appalachian Trail Corridor,0,0,0,0,0,0,0,"Tyrrell,Gregory ",911 Dispatch,,"{'longitude': '-74.555', 'needs_recoding': False, 'latitude': '41.46243'}"
NYS-2009-0093,Winnetaska Rd Fire,2009-04-19T00:00:00,2009-04-19T00:00:00,2009-04-19T00:00:00,3,3B,ORANGE,MOUNT HOPE,Debris Burning, 9 - Timber - Medium Hardwood Litter,1,1.5,41.2775,-74.333,Private Property,,0,0,0,0,0,0,0,"Tyrrell,Gregory ",911 Dispatch,,"{'longitude': '-74.333', 'needs_recoding': False, 'latitude': '41.2775'}"
NYS-2009-0094,Tollgate Hill,2009-04-17T00:00:00,2009-04-17T00:00:00,2009-04-17T00:00:00,7,7A,CAYUGA,LOCKE,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,5,42.679,-76.398,Private Property,,0,0,0,0,0,0,0,"Giraud,William L",911 Dispatch,,"{'longitude': '-76.398', 'needs_recoding': False, 'latitude': '42.679'}"
NYS-2009-0095,Hotchkin Fire,2009-04-18T00:00:00,2009-04-23T00:00:00,2009-04-18T00:00:00,7,7A,CHENANGO,AFTON,Equipment, 8 - Timber - Light Hardwood Litter,4,2,42.25571,-75.46,Private Property,,0,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,,"{'longitude': '-75.46', 'needs_recoding': False, 'latitude': '42.25571'}"
NYS-2009-0096,Steward Fire ,2009-04-24T00:00:00,2009-04-24T00:00:00,2009-04-24T00:00:00,9,9A,CATTARAUGUS,ISCHUA,Incendiary, 2 - Grass - Understory,5,1.1,42.21707,-78.42793,Private Property,na,0,0,0,0,0,0,0,"Rogers,Robert C",911 Dispatch,na,"{'longitude': '-78.42793', 'needs_recoding': False, 'latitude': '42.21707'}"
NYS-2009-0097,Bert Harvy Fire,2009-04-24T00:00:00,2009-04-24T00:00:00,2009-04-25T00:00:00,9,9A,ALLEGANY,ALMOND,Debris Burning, 5 - Brush - Continuous but Light,5,3,42.39259,-77.78594,Private Property,,0,0,0,0,0,2,1,"Liebig,Peter J",911 Dispatch,,"{'longitude': '-77.78594', 'needs_recoding': False, 'latitude': '42.39259'}"
NYS-2009-0098,Catherine Dr Fire,2009-04-24T00:00:00,2009-04-24T00:00:00,2009-04-25T00:00:00,5,5B,CLINTON,BEEKMANTOWN,Debris Burning, 8 - Timber - Light Hardwood Litter,5,25,44.7375,-73.51289,Private Property,,0,0,0,0,0,0,0,"Russell,David G",911 Dispatch,,"{'longitude': '-73.51289', 'needs_recoding': False, 'latitude': '44.7375'}"
NYS-2009-0099,Rock Calhoun Fire,2009-04-24T00:00:00,2009-04-24T00:00:00,2009-04-25T00:00:00,7,7A,CHENANGO,COLUMBUS,Debris Burning, 8 - Timber - Light Hardwood Litter,4,0.8,42.70919,-75.32825,Private Property,,0,0,0,0,0,0,0,"Prunoske,James ",911 Dispatch,,"{'longitude': '-75.32825', 'needs_recoding': False, 'latitude': '42.70919'}"
NYS-2009-0100,Cascade Valley Fire,2009-04-24T00:00:00,2009-04-24T00:00:00,2009-04-27T00:00:00,7,7A,BROOME,WINDSOR,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,7.5,42.02568,-75.5826,Private Property,,119.5,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,,"{'longitude': '-75.5826', 'needs_recoding': False, 'latitude': '42.02568'}"
NYS-2009-0101,Paradise Fire,2009-04-24T00:00:00,2009-04-24T00:00:00,2009-04-24T00:00:00,6,6C,HERKIMER,DANUBE,Incendiary, 3 - Grass - Heavy,5,8.5,43.00808,-74.86003,Private Property,,0,0,0,0,0,0,0,"Pickett,Adam ",911 Dispatch,,"{'longitude': '-74.86003', 'needs_recoding': False, 'latitude': '43.00808'}"
NYS-2009-0102,Mountaindale,2009-04-25T00:00:00,2009-04-25T00:00:00,2009-04-30T00:00:00,3,3A,SULLIVAN,FALLSBURGH,Incendiary, 9 - Timber - Medium Hardwood Litter,4,6.6,41.68395,-74.52388,Private Property,,0,0,0,0,0,0,0,"Meade,David ",911 Dispatch,,"{'longitude': '-74.52388', 'needs_recoding': False, 'latitude': '41.68395'}"
NYS-2009-0103,Pigeon Brook Rd.,2009-04-25T00:00:00,2009-04-25T00:00:00,2009-05-01T00:00:00,3,3A,ULSTER,DENNING,Campfire, 9 - Timber - Medium Hardwood Litter,4,63,41.89584,-74.42242,Private Property,Sundown Wild Forest,128.18,0,0,0,0,2,0,"Miller,Gary W",911 Dispatch,,"{'longitude': '-74.42242', 'needs_recoding': False, 'latitude': '41.89584'}"
NYS-2009-0104,Beaver Meadow,2009-04-25T00:00:00,2009-04-25T00:00:00,2009-04-25T00:00:00,7,7A,CHENANGO,SMYRNA,Debris Burning,11 - Slash - Light,4,0.2,42.66228,-75.67626,Private Property,,0,0,0,0,0,0,0,"Prunoske,James ",911 Dispatch,,"{'longitude': '-75.67626', 'needs_recoding': False, 'latitude': '42.66228'}"
NYS-2009-0105,Edwards Fire,2009-04-25T00:00:00,2009-04-25T00:00:00,2009-04-25T00:00:00,9,9A,ALLEGANY,SCIO,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,5.2,42.13209,-78.03224,Private Property,,0,0,4,0,1,1,0,"Liebig,Peter J",911 Dispatch,,"{'longitude': '-78.03224', 'needs_recoding': False, 'latitude': '42.13209'}"
NYS-2009-0107,Bulson Road,2009-04-25T00:00:00,2009-04-25T00:00:00,2009-04-26T00:00:00,4,4A,RENSSELAER,BRUNSWICK,Miscellaneous, 9 - Timber - Medium Hardwood Litter,3,5,42.76479,-73.5321,Private Property,,0,0,0,0,0,0,0,"Breigle,Jeffrey ",911 Dispatch,,"{'longitude': '-73.5321', 'needs_recoding': False, 'latitude': '42.76479'}"
NYS-2009-0108,North Mulligan Rd Fire,2009-04-25T00:00:00,2009-04-25T00:00:00,2009-04-25T00:00:00,7,7A,MADISON,HAMILTON,Campfire, 1 - Grass - Light,4,0.2,42.74632,-75.46331,Private Property,,0,0,0,0,0,0,0,"McPherson,James ",911 Dispatch,,"{'longitude': '-75.46331', 'needs_recoding': False, 'latitude': '42.74632'}"
NYS-2009-0109,Munson Hill Fire,2009-04-25T00:00:00,2009-04-25T00:00:00,2009-04-28T00:00:00,8,8A,STEUBEN,BRADFORD,Smoking, 9 - Timber - Medium Hardwood Litter,4,10.5,42.38635,-77.13212,Private Property,,90,0,0,0,0,0,0,"Meehan,William X",911 Dispatch,,"{'longitude': '-77.13212', 'needs_recoding': False, 'latitude': '42.38635'}"
